Date,Number_of_Mandates_On,State_Name
5/20/2020,3,IA
5/21/2020,3,IA
5/22/2020,3,IA
5/23/2020,3,IA
5/24/2020,3,IA
5/25/2020,3,IA
5/26/2020,3,IA
5/27/2020,3,IA
5/28/2020,3,IA
5/29/2020,3,IA
5/30/2020,3,IA
5/31/2020,3,IA
6/1/2020,3,IA
6/2/2020,3,IA
6/3/2020,3,IA
6/4/2020,3,IA
6/5/2020,3,IA
6/6/2020,3,IA
6/7/2020,3,IA
6/8/2020,3,IA
6/9/2020,3,IA
6/10/2020,3,IA
6/11/2020,3,IA
6/13/2020,2,IA
6/14/2020,2,IA
6/15/2020,2,IA
6/16/2020,2,IA
6/17/2020,2,IA
6/18/2020,2,IA
6/19/2020,2,IA
6/20/2020,2,IA
6/21/2020,2,IA
6/22/2020,2,IA
6/23/2020,2,IA
6/24/2020,2,IA
6/25/2020,2,IA
6/26/2020,2,IA
6/27/2020,2,IA
6/28/2020,2,IA
6/29/2020,2,IA
6/30/2020,2,IA
7/1/2020,2,IA
7/2/2020,2,IA
7/3/2020,2,IA
7/4/2020,2,IA
7/5/2020,2,IA
7/6/2020,2,IA
7/7/2020,2,IA
7/8/2020,2,IA
7/9/2020,2,IA
7/10/2020,2,IA
7/11/2020,2,IA
7/12/2020,2,IA
7/13/2020,2,IA
7/14/2020,2,IA
7/15/2020,2,IA
7/16/2020,2,IA
7/17/2020,2,IA
7/18/2020,2,IA
7/19/2020,2,IA
7/20/2020,2,IA
7/21/2020,2,IA
7/22/2020,2,IA
7/23/2020,2,IA
7/24/2020,2,IA
7/25/2020,2,IA
7/26/2020,2,IA
7/27/2020,2,IA
7/28/2020,2,IA
7/29/2020,2,IA
7/30/2020,2,IA
7/31/2020,2,IA
8/1/2020,2,IA
8/2/2020,2,IA
8/3/2020,2,IA
8/4/2020,2,IA
8/5/2020,2,IA
8/6/2020,2,IA
8/7/2020,2,IA
8/8/2020,2,IA
8/9/2020,2,IA
8/10/2020,2,IA
8/11/2020,2,IA
8/12/2020,2,IA
8/13/2020,2,IA
8/14/2020,2,IA
8/15/2020,2,IA
8/16/2020,2,IA
8/17/2020,2,IA
8/18/2020,2,IA
8/19/2020,2,IA
8/20/2020,2,IA
8/21/2020,2,IA
8/22/2020,2,IA
8/23/2020,2,IA
8/24/2020,2,IA
8/25/2020,2,IA
8/26/2020,2,IA
8/27/2020,2,IA
8/28/2020,2,IA
8/29/2020,2,IA
8/30/2020,2,IA
8/31/2020,2,IA
9/1/2020,2,IA
9/2/2020,2,IA
9/3/2020,2,IA
9/4/2020,2,IA
9/5/2020,2,IA
9/6/2020,2,IA
9/7/2020,2,IA
9/8/2020,2,IA
9/9/2020,2,IA
9/10/2020,2,IA
9/11/2020,2,IA
9/12/2020,2,IA
9/13/2020,2,IA
9/14/2020,2,IA
9/15/2020,2,IA
9/16/2020,2,IA
9/17/2020,2,IA
9/18/2020,2,IA
9/19/2020,2,IA
9/20/2020,2,IA
9/21/2020,2,IA
9/22/2020,2,IA
9/23/2020,2,IA
9/24/2020,2,IA
9/25/2020,2,IA
9/26/2020,2,IA
9/27/2020,2,IA
9/28/2020,2,IA
9/29/2020,2,IA
9/30/2020,2,IA
10/1/2020,2,IA
10/2/2020,2,IA
10/3/2020,2,IA
10/4/2020,2,IA
10/5/2020,2,IA
10/6/2020,2,IA
10/7/2020,2,IA
10/8/2020,2,IA
10/9/2020,2,IA
10/10/2020,2,IA
10/11/2020,2,IA
2/1/2020,0,ID
3/23/2020,1,ID
3/25/2020,5,ID
5/1/2020,2,ID
6/13/2020,1,ID
2/2/2020,0,ID
2/3/2020,0,ID
2/4/2020,0,ID
2/5/2020,0,ID
2/6/2020,0,ID
2/7/2020,0,ID
2/8/2020,0,ID
2/9/2020,0,ID
2/10/2020,0,ID
2/11/2020,0,ID
2/12/2020,0,ID
2/13/2020,0,ID
2/14/2020,0,ID
2/15/2020,0,ID
2/16/2020,0,ID
2/17/2020,0,ID
2/18/2020,0,ID
2/19/2020,0,ID
2/20/2020,0,ID
2/21/2020,0,ID
2/22/2020,0,ID
2/23/2020,0,ID
2/24/2020,0,ID
2/25/2020,0,ID
2/26/2020,0,ID
2/27/2020,0,ID
2/28/2020,0,ID
2/29/2020,0,ID
3/1/2020,0,ID
3/2/2020,0,ID
3/3/2020,0,ID
3/4/2020,0,ID
3/5/2020,0,ID
3/6/2020,0,ID
3/7/2020,0,ID
3/8/2020,0,ID
3/9/2020,0,ID
3/10/2020,0,ID
3/11/2020,0,ID
3/12/2020,0,ID
3/13/2020,0,ID
3/14/2020,0,ID
3/15/2020,0,ID
3/16/2020,0,ID
3/17/2020,0,ID
3/18/2020,0,ID
3/19/2020,0,ID
3/20/2020,0,ID
3/21/2020,0,ID
3/22/2020,0,ID
3/24/2020,1,ID
3/26/2020,5,ID
3/27/2020,5,ID
3/28/2020,5,ID
3/29/2020,5,ID
3/30/2020,5,ID
3/31/2020,5,ID
4/1/2020,5,ID
4/2/2020,5,ID
4/3/2020,5,ID
4/4/2020,5,ID
4/5/2020,5,ID
4/6/2020,5,ID
4/7/2020,5,ID
4/8/2020,5,ID
4/9/2020,5,ID
4/10/2020,5,ID
4/11/2020,5,ID
4/12/2020,5,ID
4/13/2020,5,ID
4/14/2020,5,ID
4/15/2020,5,ID
4/16/2020,5,ID
4/17/2020,5,ID
4/18/2020,5,ID
4/19/2020,5,ID
4/20/2020,5,ID
4/21/2020,5,ID
4/22/2020,5,ID
4/23/2020,5,ID
4/24/2020,5,ID
4/25/2020,5,ID
4/26/2020,5,ID
4/27/2020,5,ID
4/28/2020,5,ID
4/29/2020,5,ID
4/30/2020,5,ID
5/2/2020,2,ID
5/3/2020,2,ID
5/4/2020,2,ID
5/5/2020,2,ID
5/6/2020,2,ID
5/7/2020,2,ID
5/8/2020,2,ID
5/9/2020,2,ID
5/10/2020,2,ID
5/11/2020,2,ID
5/12/2020,2,ID
5/13/2020,2,ID
5/14/2020,2,ID
5/15/2020,2,ID
5/16/2020,2,ID
5/17/2020,2,ID
5/18/2020,2,ID
5/19/2020,2,ID
5/20/2020,2,ID
5/21/2020,2,ID
5/22/2020,2,ID
5/23/2020,2,ID
5/24/2020,2,ID
5/25/2020,2,ID
5/26/2020,2,ID
5/27/2020,2,ID
5/28/2020,2,ID
5/29/2020,2,ID
5/30/2020,2,ID
5/31/2020,2,ID
6/1/2020,2,ID
6/2/2020,2,ID
6/3/2020,2,ID
6/4/2020,2,ID
6/5/2020,2,ID
6/6/2020,2,ID
6/7/2020,2,ID
6/8/2020,2,ID
6/9/2020,2,ID
6/10/2020,2,ID
6/11/2020,2,ID
6/12/2020,2,ID
6/14/2020,1,ID
6/15/2020,1,ID
6/16/2020,1,ID
6/17/2020,1,ID
6/18/2020,1,ID
6/19/2020,1,ID
6/20/2020,1,ID
6/21/2020,1,ID
6/22/2020,1,ID
6/23/2020,1,ID
6/24/2020,1,ID
6/25/2020,1,ID
6/26/2020,1,ID
6/27/2020,1,ID
6/28/2020,1,ID
6/29/2020,1,ID
6/30/2020,1,ID
7/1/2020,1,ID
7/2/2020,1,ID
7/3/2020,1,ID
7/4/2020,1,ID
7/5/2020,1,ID
7/6/2020,1,ID
7/7/2020,1,ID
7/8/2020,1,ID
7/9/2020,1,ID
7/10/2020,1,ID
7/11/2020,1,ID
7/12/2020,1,ID
7/13/2020,1,ID
7/14/2020,1,ID
7/15/2020,1,ID
7/16/2020,1,ID
7/17/2020,1,ID
7/18/2020,1,ID
7/19/2020,1,ID
7/20/2020,1,ID
7/21/2020,1,ID
7/22/2020,1,ID
7/23/2020,1,ID
7/24/2020,1,ID
7/25/2020,1,ID
7/26/2020,1,ID
7/27/2020,1,ID
7/28/2020,1,ID
7/29/2020,1,ID
7/30/2020,1,ID
7/31/2020,1,ID
8/1/2020,1,ID
8/2/2020,1,ID
8/3/2020,1,ID
8/4/2020,1,ID
8/5/2020,1,ID
8/6/2020,1,ID
8/7/2020,1,ID
8/8/2020,1,ID
8/9/2020,1,ID
8/10/2020,1,ID
8/11/2020,1,ID
8/12/2020,1,ID
8/13/2020,1,ID
8/14/2020,1,ID
8/15/2020,1,ID
8/16/2020,1,ID
8/17/2020,1,ID
8/18/2020,1,ID
8/19/2020,1,ID
8/20/2020,1,ID
8/21/2020,1,ID
8/22/2020,1,ID
8/23/2020,1,ID
8/24/2020,1,ID
8/25/2020,1,ID
8/26/2020,1,ID
8/27/2020,1,ID
8/28/2020,1,ID
8/29/2020,1,ID
8/30/2020,1,ID
8/31/2020,1,ID
9/1/2020,1,ID
9/2/2020,1,ID
9/3/2020,1,ID
9/4/2020,1,ID
9/5/2020,1,ID
9/6/2020,1,ID
9/7/2020,1,ID
9/8/2020,1,ID
9/9/2020,1,ID
9/10/2020,1,ID
9/11/2020,1,ID
9/12/2020,1,ID
9/13/2020,1,ID
9/14/2020,1,ID
9/15/2020,1,ID
9/16/2020,1,ID
9/17/2020,1,ID
9/18/2020,1,ID
9/19/2020,1,ID
9/20/2020,1,ID
9/21/2020,1,ID
9/22/2020,1,ID
9/23/2020,1,ID
9/24/2020,1,ID
9/25/2020,1,ID
9/26/2020,1,ID
9/27/2020,1,ID
9/28/2020,1,ID
9/29/2020,1,ID
9/30/2020,1,ID
10/1/2020,1,ID
10/2/2020,1,ID
10/3/2020,1,ID
10/4/2020,1,ID
10/5/2020,1,ID
10/6/2020,1,ID
10/7/2020,1,ID
10/8/2020,1,ID
10/9/2020,1,ID
10/10/2020,1,ID
10/11/2020,1,ID
2/1/2020,0,IL
3/13/2020,1,IL
3/16/2020,2,IL
3/17/2020,3,IL
3/21/2020,5,IL
5/1/2020,4,IL
5/29/2020,3,IL
2/2/2020,0,IL
2/3/2020,0,IL
2/4/2020,0,IL
2/5/2020,0,IL
2/6/2020,0,IL
2/7/2020,0,IL
2/8/2020,0,IL
2/9/2020,0,IL
2/10/2020,0,IL
2/11/2020,0,IL
2/12/2020,0,IL
2/13/2020,0,IL
2/14/2020,0,IL
2/15/2020,0,IL
2/16/2020,0,IL
2/17/2020,0,IL
2/18/2020,0,IL
2/19/2020,0,IL
2/20/2020,0,IL
2/21/2020,0,IL
2/22/2020,0,IL
2/23/2020,0,IL
2/24/2020,0,IL
2/25/2020,0,IL
2/26/2020,0,IL
2/27/2020,0,IL
2/28/2020,0,IL
2/29/2020,0,IL
3/1/2020,0,IL
3/2/2020,0,IL
3/3/2020,0,IL
3/4/2020,0,IL
3/5/2020,0,IL
3/6/2020,0,IL
3/7/2020,0,IL
3/8/2020,0,IL
3/9/2020,0,IL
3/10/2020,0,IL
3/11/2020,0,IL
3/12/2020,0,IL
3/14/2020,1,IL
3/15/2020,1,IL
3/18/2020,3,IL
3/19/2020,3,IL
3/20/2020,3,IL
3/22/2020,5,IL
3/23/2020,5,IL
3/24/2020,5,IL
3/25/2020,5,IL
3/26/2020,5,IL
3/27/2020,5,IL
3/28/2020,5,IL
3/29/2020,5,IL
3/30/2020,5,IL
3/31/2020,5,IL
4/1/2020,5,IL
4/2/2020,5,IL
4/3/2020,5,IL
4/4/2020,5,IL
4/5/2020,5,IL
4/6/2020,5,IL
4/7/2020,5,IL
4/8/2020,5,IL
4/9/2020,5,IL
4/10/2020,5,IL
4/11/2020,5,IL
4/12/2020,5,IL
4/13/2020,5,IL
4/14/2020,5,IL
4/15/2020,5,IL
4/16/2020,5,IL
4/17/2020,5,IL
4/18/2020,5,IL
4/19/2020,5,IL
4/20/2020,5,IL
4/21/2020,5,IL
4/22/2020,5,IL
4/23/2020,5,IL
4/24/2020,5,IL
4/25/2020,5,IL
4/26/2020,5,IL
4/27/2020,5,IL
4/28/2020,5,IL
4/29/2020,5,IL
4/30/2020,5,IL
5/2/2020,4,IL
5/3/2020,4,IL
5/4/2020,4,IL
5/5/2020,4,IL
5/6/2020,4,IL
5/7/2020,4,IL
5/8/2020,4,IL
5/9/2020,4,IL
5/10/2020,4,IL
5/11/2020,4,IL
5/12/2020,4,IL
5/13/2020,4,IL
5/14/2020,4,IL
5/15/2020,4,IL
5/16/2020,4,IL
5/17/2020,4,IL
5/18/2020,4,IL
5/19/2020,4,IL
5/20/2020,4,IL
5/21/2020,4,IL
5/22/2020,4,IL
5/23/2020,4,IL
5/24/2020,4,IL
5/25/2020,4,IL
5/26/2020,4,IL
5/27/2020,4,IL
5/28/2020,4,IL
5/30/2020,3,IL
5/31/2020,3,IL
6/1/2020,3,IL
6/2/2020,3,IL
6/3/2020,3,IL
6/4/2020,3,IL
6/5/2020,3,IL
6/6/2020,3,IL
6/7/2020,3,IL
6/8/2020,3,IL
6/9/2020,3,IL
6/10/2020,3,IL
6/11/2020,3,IL
6/12/2020,3,IL
6/13/2020,3,IL
6/14/2020,3,IL
6/15/2020,3,IL
6/16/2020,3,IL
6/17/2020,3,IL
6/18/2020,3,IL
6/19/2020,3,IL
6/20/2020,3,IL
6/21/2020,3,IL
6/22/2020,3,IL
6/23/2020,3,IL
6/24/2020,3,IL
6/25/2020,3,IL
6/26/2020,3,IL
6/27/2020,3,IL
6/28/2020,3,IL
6/29/2020,3,IL
6/30/2020,3,IL
7/1/2020,3,IL
7/2/2020,3,IL
7/3/2020,3,IL
7/4/2020,3,IL
7/5/2020,3,IL
7/6/2020,3,IL
7/7/2020,3,IL
7/8/2020,3,IL
7/9/2020,3,IL
7/10/2020,3,IL
7/11/2020,3,IL
7/12/2020,3,IL
7/13/2020,3,IL
7/14/2020,3,IL
7/15/2020,3,IL
7/16/2020,3,IL
7/17/2020,3,IL
7/18/2020,3,IL
7/19/2020,3,IL
7/20/2020,3,IL
7/21/2020,3,IL
7/22/2020,3,IL
7/23/2020,3,IL
7/24/2020,3,IL
7/25/2020,3,IL
7/26/2020,3,IL
7/27/2020,3,IL
7/28/2020,3,IL
7/29/2020,3,IL
7/30/2020,3,IL
7/31/2020,3,IL
8/1/2020,3,IL
8/2/2020,3,IL
8/3/2020,3,IL
8/4/2020,3,IL
8/5/2020,3,IL
8/6/2020,3,IL
8/7/2020,3,IL
8/8/2020,3,IL
8/9/2020,3,IL
8/10/2020,3,IL
8/11/2020,3,IL
8/12/2020,3,IL
8/13/2020,3,IL
8/14/2020,3,IL
8/15/2020,3,IL
8/16/2020,3,IL
8/17/2020,3,IL
8/18/2020,3,IL
8/19/2020,3,IL
8/20/2020,3,IL
8/21/2020,3,IL
8/22/2020,3,IL
8/23/2020,3,IL
8/24/2020,3,IL
8/25/2020,3,IL
8/26/2020,3,IL
8/27/2020,3,IL
8/28/2020,3,IL
8/29/2020,3,IL
8/30/2020,3,IL
8/31/2020,3,IL
9/1/2020,3,IL
9/2/2020,3,IL
9/3/2020,3,IL
9/4/2020,3,IL
9/5/2020,3,IL
9/6/2020,3,IL
9/7/2020,3,IL
9/8/2020,3,IL
9/9/2020,3,IL
9/10/2020,3,IL
9/11/2020,3,IL
9/12/2020,3,IL
9/13/2020,3,IL
9/14/2020,3,IL
9/15/2020,3,IL
9/16/2020,3,IL
9/17/2020,3,IL
9/18/2020,3,IL
9/19/2020,3,IL
9/20/2020,3,IL
9/21/2020,3,IL
9/22/2020,3,IL
9/23/2020,3,IL
9/24/2020,3,IL
9/25/2020,3,IL
9/26/2020,3,IL
9/27/2020,3,IL
9/28/2020,3,IL
9/29/2020,3,IL
9/30/2020,3,IL
10/1/2020,3,IL
10/2/2020,3,IL
10/3/2020,3,IL
10/4/2020,3,IL
10/5/2020,3,IL
10/6/2020,3,IL
10/7/2020,3,IL
10/8/2020,3,IL
10/9/2020,3,IL
10/10/2020,3,IL
10/11/2020,3,IL
2/1/2020,0,IN
3/12/2020,1,IN
3/16/2020,2,IN
3/19/2020,3,IN
3/24/2020,4,IN
3/25/2020,5,IN
5/18/2020,3,IN
9/26/2020,2,IN
2/2/2020,0,IN
2/3/2020,0,IN
2/4/2020,0,IN
2/5/2020,0,IN
2/6/2020,0,IN
2/7/2020,0,IN
2/8/2020,0,IN
2/9/2020,0,IN
2/10/2020,0,IN
2/11/2020,0,IN
2/12/2020,0,IN
2/13/2020,0,IN
2/14/2020,0,IN
2/15/2020,0,IN
2/16/2020,0,IN
2/17/2020,0,IN
2/18/2020,0,IN
2/19/2020,0,IN
2/20/2020,0,IN
2/21/2020,0,IN
2/22/2020,0,IN
2/23/2020,0,IN
2/24/2020,0,IN
2/25/2020,0,IN
2/26/2020,0,IN
2/27/2020,0,IN
2/28/2020,0,IN
2/29/2020,0,IN
3/1/2020,0,IN
3/2/2020,0,IN
3/3/2020,0,IN
3/4/2020,0,IN
3/5/2020,0,IN
3/6/2020,0,IN
3/7/2020,0,IN
3/8/2020,0,IN
3/9/2020,0,IN
3/10/2020,0,IN
3/11/2020,0,IN
3/13/2020,1,IN
3/14/2020,1,IN
3/15/2020,1,IN
3/17/2020,2,IN
3/18/2020,2,IN
3/20/2020,3,IN
3/21/2020,3,IN
3/22/2020,3,IN
3/23/2020,3,IN
3/26/2020,5,IN
3/27/2020,5,IN
3/28/2020,5,IN
3/29/2020,5,IN
3/30/2020,5,IN
3/31/2020,5,IN
4/1/2020,5,IN
4/2/2020,5,IN
4/3/2020,5,IN
4/4/2020,5,IN
4/5/2020,5,IN
4/6/2020,5,IN
4/7/2020,5,IN
4/8/2020,5,IN
4/9/2020,5,IN
4/10/2020,5,IN
4/11/2020,5,IN
4/12/2020,5,IN
4/13/2020,5,IN
4/14/2020,5,IN
4/15/2020,5,IN
4/16/2020,5,IN
4/17/2020,5,IN
4/18/2020,5,IN
4/19/2020,5,IN
4/20/2020,5,IN
4/21/2020,5,IN
4/22/2020,5,IN
4/23/2020,5,IN
4/24/2020,5,IN
4/25/2020,5,IN
4/26/2020,5,IN
4/27/2020,5,IN
4/28/2020,5,IN
4/29/2020,5,IN
4/30/2020,5,IN
5/1/2020,5,IN
5/2/2020,5,IN
5/3/2020,5,IN
5/4/2020,5,IN
5/5/2020,5,IN
5/6/2020,5,IN
5/7/2020,5,IN
5/8/2020,5,IN
5/9/2020,5,IN
5/10/2020,5,IN
5/11/2020,5,IN
5/12/2020,5,IN
5/13/2020,5,IN
5/14/2020,5,IN
5/15/2020,5,IN
5/16/2020,5,IN
5/17/2020,5,IN
5/19/2020,3,IN
5/20/2020,3,IN
5/21/2020,3,IN
5/22/2020,3,IN
5/23/2020,3,IN
5/24/2020,3,IN
5/25/2020,3,IN
5/26/2020,3,IN
5/27/2020,3,IN
5/28/2020,3,IN
5/29/2020,3,IN
5/30/2020,3,IN
5/31/2020,3,IN
6/1/2020,3,IN
6/2/2020,3,IN
6/3/2020,3,IN
6/4/2020,3,IN
6/5/2020,3,IN
6/6/2020,3,IN
6/7/2020,3,IN
6/8/2020,3,IN
6/9/2020,3,IN
6/10/2020,3,IN
6/11/2020,3,IN
6/12/2020,3,IN
6/13/2020,3,IN
6/14/2020,3,IN
6/15/2020,3,IN
6/16/2020,3,IN
6/17/2020,3,IN
6/18/2020,3,IN
6/19/2020,3,IN
6/20/2020,3,IN
6/21/2020,3,IN
6/22/2020,3,IN
6/23/2020,3,IN
6/24/2020,3,IN
6/25/2020,3,IN
6/26/2020,3,IN
6/27/2020,3,IN
6/28/2020,3,IN
6/29/2020,3,IN
6/30/2020,3,IN
7/1/2020,3,IN
7/2/2020,3,IN
7/3/2020,3,IN
7/4/2020,3,IN
7/5/2020,3,IN
7/6/2020,3,IN
7/7/2020,3,IN
7/8/2020,3,IN
7/9/2020,3,IN
7/10/2020,3,IN
7/11/2020,3,IN
7/12/2020,3,IN
7/13/2020,3,IN
7/14/2020,3,IN
7/15/2020,3,IN
7/16/2020,3,IN
7/17/2020,3,IN
7/18/2020,3,IN
7/19/2020,3,IN
7/20/2020,3,IN
7/21/2020,3,IN
7/22/2020,3,IN
7/23/2020,3,IN
7/24/2020,3,IN
7/25/2020,3,IN
7/26/2020,3,IN
7/27/2020,3,IN
7/28/2020,3,IN
7/29/2020,3,IN
7/30/2020,3,IN
7/31/2020,3,IN
8/1/2020,3,IN
8/2/2020,3,IN
8/3/2020,3,IN
8/4/2020,3,IN
8/5/2020,3,IN
8/6/2020,3,IN
8/7/2020,3,IN
8/8/2020,3,IN
8/9/2020,3,IN
8/10/2020,3,IN
8/11/2020,3,IN
8/12/2020,3,IN
8/13/2020,3,IN
8/14/2020,3,IN
8/15/2020,3,IN
8/16/2020,3,IN
8/17/2020,3,IN
8/18/2020,3,IN
8/19/2020,3,IN
8/20/2020,3,IN
8/21/2020,3,IN
8/22/2020,3,IN
8/23/2020,3,IN
8/24/2020,3,IN
8/25/2020,3,IN
8/26/2020,3,IN
8/27/2020,3,IN
8/28/2020,3,IN
8/29/2020,3,IN
8/30/2020,3,IN
8/31/2020,3,IN
9/1/2020,3,IN
9/2/2020,3,IN
9/3/2020,3,IN
9/4/2020,3,IN
9/5/2020,3,IN
9/6/2020,3,IN
9/7/2020,3,IN
9/8/2020,3,IN
9/9/2020,3,IN
9/10/2020,3,IN
9/11/2020,3,IN
9/12/2020,3,IN
9/13/2020,3,IN
9/14/2020,3,IN
9/15/2020,3,IN
9/16/2020,3,IN
9/17/2020,3,IN
9/18/2020,3,IN
9/19/2020,3,IN
9/20/2020,3,IN
9/21/2020,3,IN
9/22/2020,3,IN
9/23/2020,3,IN
9/24/2020,3,IN
9/25/2020,3,IN
9/27/2020,2,IN
9/28/2020,2,IN
9/29/2020,2,IN
9/30/2020,2,IN
10/1/2020,2,IN
10/2/2020,2,IN
10/3/2020,2,IN
10/4/2020,2,IN
10/5/2020,2,IN
10/6/2020,2,IN
10/7/2020,2,IN
10/8/2020,2,IN
10/9/2020,2,IN
10/10/2020,2,IN
10/11/2020,2,IN
2/1/2020,0,KS
3/17/2020,2,KS
3/30/2020,4,KS
5/4/2020,3,KS
5/22/2020,2,KS
6/8/2020,1,KS
2/2/2020,0,KS
2/3/2020,0,KS
2/4/2020,0,KS
2/5/2020,0,KS
2/6/2020,0,KS
2/7/2020,0,KS
2/8/2020,0,KS
2/9/2020,0,KS
2/10/2020,0,KS
2/11/2020,0,KS
2/12/2020,0,KS
2/13/2020,0,KS
2/14/2020,0,KS
2/15/2020,0,KS
2/16/2020,0,KS
2/17/2020,0,KS
2/18/2020,0,KS
2/19/2020,0,KS
2/20/2020,0,KS
2/21/2020,0,KS
2/22/2020,0,KS
2/23/2020,0,KS
2/24/2020,0,KS
2/25/2020,0,KS
2/26/2020,0,KS
2/27/2020,0,KS
2/28/2020,0,KS
2/29/2020,0,KS
3/1/2020,0,KS
3/2/2020,0,KS
3/3/2020,0,KS
3/4/2020,0,KS
3/5/2020,0,KS
3/6/2020,0,KS
3/7/2020,0,KS
3/8/2020,0,KS
3/9/2020,0,KS
3/10/2020,0,KS
3/11/2020,0,KS
3/12/2020,0,KS
3/13/2020,0,KS
3/14/2020,0,KS
3/15/2020,0,KS
3/16/2020,0,KS
3/18/2020,2,KS
3/19/2020,2,KS
3/20/2020,2,KS
3/21/2020,2,KS
3/22/2020,2,KS
3/23/2020,2,KS
3/24/2020,2,KS
3/25/2020,2,KS
3/26/2020,2,KS
3/27/2020,2,KS
3/28/2020,2,KS
3/29/2020,2,KS
3/31/2020,4,KS
4/1/2020,4,KS
4/2/2020,4,KS
4/3/2020,4,KS
4/4/2020,4,KS
4/5/2020,4,KS
4/6/2020,4,KS
4/7/2020,4,KS
4/8/2020,4,KS
4/9/2020,4,KS
4/10/2020,4,KS
4/11/2020,4,KS
4/12/2020,4,KS
4/13/2020,4,KS
4/14/2020,4,KS
4/15/2020,4,KS
4/16/2020,4,KS
4/17/2020,4,KS
4/18/2020,4,KS
4/19/2020,4,KS
4/20/2020,4,KS
4/21/2020,4,KS
4/22/2020,4,KS
4/23/2020,4,KS
4/24/2020,4,KS
4/25/2020,4,KS
4/26/2020,4,KS
4/27/2020,4,KS
4/28/2020,4,KS
4/29/2020,4,KS
4/30/2020,4,KS
5/1/2020,4,KS
5/2/2020,4,KS
5/3/2020,4,KS
5/5/2020,3,KS
5/6/2020,3,KS
5/7/2020,3,KS
5/8/2020,3,KS
5/9/2020,3,KS
5/10/2020,3,KS
5/11/2020,3,KS
5/12/2020,3,KS
5/13/2020,3,KS
5/14/2020,3,KS
5/15/2020,3,KS
5/16/2020,3,KS
5/17/2020,3,KS
5/18/2020,3,KS
5/19/2020,3,KS
5/20/2020,3,KS
5/21/2020,3,KS
5/23/2020,2,KS
5/24/2020,2,KS
5/25/2020,2,KS
5/26/2020,2,KS
5/27/2020,2,KS
5/28/2020,2,KS
5/29/2020,2,KS
5/30/2020,2,KS
5/31/2020,2,KS
6/1/2020,2,KS
6/2/2020,2,KS
6/3/2020,2,KS
6/4/2020,2,KS
6/5/2020,2,KS
6/6/2020,2,KS
6/7/2020,2,KS
6/9/2020,1,KS
6/10/2020,1,KS
6/11/2020,1,KS
6/12/2020,1,KS
6/13/2020,1,KS
6/14/2020,1,KS
6/15/2020,1,KS
6/16/2020,1,KS
6/17/2020,1,KS
6/18/2020,1,KS
6/19/2020,1,KS
6/20/2020,1,KS
6/21/2020,1,KS
6/22/2020,1,KS
6/23/2020,1,KS
6/24/2020,1,KS
6/25/2020,1,KS
6/26/2020,1,KS
6/27/2020,1,KS
6/28/2020,1,KS
6/29/2020,1,KS
6/30/2020,1,KS
7/1/2020,1,KS
7/2/2020,1,KS
7/3/2020,1,KS
7/4/2020,1,KS
7/5/2020,1,KS
7/6/2020,1,KS
7/7/2020,1,KS
7/8/2020,1,KS
7/9/2020,1,KS
7/10/2020,1,KS
7/11/2020,1,KS
7/12/2020,1,KS
7/13/2020,1,KS
7/14/2020,1,KS
7/15/2020,1,KS
7/16/2020,1,KS
7/17/2020,1,KS
7/18/2020,1,KS
7/19/2020,1,KS
7/20/2020,1,KS
7/21/2020,1,KS
7/22/2020,1,KS
7/23/2020,1,KS
7/24/2020,1,KS
7/25/2020,1,KS
7/26/2020,1,KS
7/27/2020,1,KS
7/28/2020,1,KS
7/29/2020,1,KS
7/30/2020,1,KS
7/31/2020,1,KS
8/1/2020,1,KS
8/2/2020,1,KS
8/3/2020,1,KS
8/4/2020,1,KS
8/5/2020,1,KS
8/6/2020,1,KS
8/7/2020,1,KS
8/8/2020,1,KS
8/9/2020,1,KS
8/10/2020,1,KS
8/11/2020,1,KS
8/12/2020,1,KS
8/13/2020,1,KS
8/14/2020,1,KS
8/15/2020,1,KS
8/16/2020,1,KS
8/17/2020,1,KS
8/18/2020,1,KS
8/19/2020,1,KS
8/20/2020,1,KS
8/21/2020,1,KS
8/22/2020,1,KS
8/23/2020,1,KS
8/24/2020,1,KS
8/25/2020,1,KS
8/26/2020,1,KS
8/27/2020,1,KS
8/28/2020,1,KS
8/29/2020,1,KS
8/30/2020,1,KS
8/31/2020,1,KS
9/1/2020,1,KS
9/2/2020,1,KS
9/3/2020,1,KS
9/4/2020,1,KS
9/5/2020,1,KS
9/6/2020,1,KS
9/7/2020,1,KS
9/8/2020,1,KS
9/9/2020,1,KS
9/10/2020,1,KS
9/11/2020,1,KS
9/12/2020,1,KS
9/13/2020,1,KS
9/14/2020,1,KS
9/15/2020,1,KS
9/16/2020,1,KS
9/17/2020,1,KS
9/18/2020,1,KS
9/19/2020,1,KS
9/20/2020,1,KS
9/21/2020,1,KS
9/22/2020,1,KS
9/23/2020,1,KS
9/24/2020,1,KS
9/25/2020,1,KS
9/26/2020,1,KS
9/27/2020,1,KS
9/28/2020,1,KS
9/29/2020,1,KS
9/30/2020,1,KS
10/1/2020,1,KS
10/2/2020,1,KS
10/3/2020,1,KS
10/4/2020,1,KS
10/5/2020,1,KS
10/6/2020,1,KS
10/7/2020,1,KS
10/8/2020,1,KS
10/9/2020,1,KS
10/10/2020,1,KS
10/11/2020,1,KS
2/1/2020,0,KY
3/16/2020,1,KY
3/19/2020,2,KY
3/20/2020,3,KY
3/26/2020,4,KY
